275.48,2015-01-27
309.38,2015-01-26
255.07,2015-01-25
248.21,2015-01-24
234.84,2015-01-23
237.02,2015-01-22
227.79,2015-01-21
215.24,2015-01-20
216.73,2015-01-19
218.69,2015-01-18
211.73,2015-01-17
221.59,2015-01-16
229.07,2015-01-15
223.89,2015-01-14
268.28,2015-01-13
272.2,2015-01-12
279.64,2015-01-11
288.13,2015-01-10
291.11,2015-01-09
294.13,2015-01-08
298.75,2015-01-07
287.55,2015-01-06
278.34,2015-01-05
287.23,2015-01-04
315.15,2015-01-03
315.84,2015-01-02
320.44,2015-01-01
320.19,2014-12-31
314.81,2014-12-30
320.27,2014-12-29
320.03,2014-12-28
